Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomePerAge,PromotionLag,Attrition
39.0,0,1,1.0,3.0,1,4.0,1,3.0,2.0,2,4.0,1,6472.0,1.0,1,15.0,4.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0,0.9,165.95,0.0,0
42.0,1,1,2.0,1.0,3,2.0,1,3.0,1.0,6,4.0,2,2515.0,5.0,1,14.0,4.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,0.2222,59.88,1.0,0
33.0,1,2,10.0,3.0,2,2.0,1,2.0,2.0,7,4.0,2,4682.0,3.0,0,14.0,3.0,0.0,9.0,4.5,2.0,7.0,7.0,0.0,1.0,0.7,141.88,0.0,0
36.0,2,2,3.0,3.0,3,1.0,0,2.0,3.0,7,4.0,1,7644.0,0.0,0,19.0,3.0,2.0,10.0,2.0,3.0,9.0,7.0,3.0,4.0,0.8182,212.33,0.0,0
38.0,2,2,2.0,4.0,2,2.0,0,1.0,2.0,8,4.0,1,5405.0,2.0,1,20.0,1.0,2.0,20.0,4.0,2.0,4.0,2.0,0.0,3.0,0.1905,142.24,0.0,0
59.0,2,1,2.0,3.0,1,3.0,0,2.0,4.0,4,4.0,2,13726.0,3.0,1,13.0,1.0,0.0,28.5,4.0,3.0,5.0,3.0,4.0,3.0,0.1695,232.64,1.0,0
29.0,2,2,20.0,2.0,2,4.0,1,3.0,2.0,7,4.0,0,6931.0,2.0,0,14.0,4.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,2.0,0.2727,239.0,0.0,0
49.0,1,1,2.0,1.0,1,2.0,1,3.0,5.0,5,4.0,1,19161.0,3.0,0,15.0,4.0,0.0,28.0,3.0,3.0,5.0,4.0,4.0,3.0,0.1724,391.04,0.0,0
50.0,0,2,1.0,3.0,1,4.0,0,3.0,2.0,7,3.0,1,6347.0,0.0,0,12.0,1.0,1.0,19.0,3.0,3.0,18.0,7.0,0.0,13.0,0.9,126.94,0.0,0
27.0,0,2,1.0,1.0,2,3.0,1,3.0,2.0,7,2.0,1,6349.0,0.0,1,13.0,4.0,1.0,6.0,0.5,3.0,5.0,4.0,1.0,4.0,0.7143,235.15,0.0,0
42.0,0,1,10.0,4.0,5,3.0,1,3.0,1.0,6,3.0,1,2936.0,3.0,0,22.0,2.0,2.0,10.0,1.0,2.0,6.0,3.0,3.0,3.0,0.5455,69.9,0.0,0
37.0,2,1,19.0,2.0,1,2.0,1,3.0,1.0,6,2.0,1,3022.0,4.0,0,21.0,1.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.1111,81.68,0.0,0
36.0,1,1,3.0,3.0,5,3.0,1,3.0,1.0,6,2.0,1,3692.0,1.0,0,12.0,3.0,0.0,12.0,2.0,2.0,11.0,10.0,0.0,7.0,0.8462,102.56,0.0,0
47.0,2,1,2.0,2.0,3,1.0,0,3.0,2.0,4,4.0,0,5070.0,5.0,0,13.0,3.0,2.5,20.0,2.0,3.0,5.0,0.0,0.0,4.0,0.2381,107.87,0.0,0
39.0,2,2,15.0,4.0,2,2.0,1,3.0,4.0,7,1.0,2,13341.0,0.0,0,12.0,1.0,0.0,21.0,3.0,3.0,18.0,8.0,7.5,10.0,0.8182,342.08,0.0,0
41.0,0,0,4.0,3.0,0,3.0,1,1.0,2.0,1,2.0,1,6430.0,6.0,0,19.0,2.0,1.0,10.0,4.0,3.0,3.0,2.0,1.0,2.0,0.2727,156.83,0.0,0
29.0,1,1,14.0,1.0,4,3.0,0,3.0,3.0,0,4.0,2,7553.0,0.0,1,12.0,1.0,0.0,9.0,1.0,3.0,8.0,7.0,7.0,7.0,0.8,260.45,0.0,1
38.0,2,1,3.0,5.0,5,4.0,0,3.0,2.0,6,3.0,2,4317.0,3.0,1,20.0,2.0,0.0,19.0,2.0,3.0,3.0,2.0,2.0,2.0,0.15,113.61,0.0,0
32.0,2,1,2.0,3.0,3,3.0,0,3.0,1.0,2,2.0,1,2370.0,1.0,0,13.0,3.0,1.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0,0.8889,74.06,0.0,0
31.0,1,1,1.0,5.0,1,3.0,0,4.0,3.0,4,2.0,2,7446.0,1.0,0,11.0,1.0,0.0,10.0,2.0,3.0,10.0,8.0,4.0,7.0,0.9091,240.19,0.0,1
21.0,2,1,5.0,1.0,3,3.0,1,3.0,1.0,6,4.0,2,3117.0,1.0,0,18.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.5,148.43,0.0,0
43.0,1,1,1.0,3.0,1,4.0,0,3.0,2.0,0,4.0,1,5562.0,4.0,0,13.0,2.0,1.0,12.0,2.0,2.0,5.0,2.0,2.0,2.0,0.3846,129.35,0.0,0
38.0,2,1,4.0,2.0,3,4.0,0,3.0,1.0,2,3.0,1,3306.0,7.0,0,19.0,4.0,1.0,7.0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0
50.0,2,1,17.0,5.0,1,4.0,0,2.0,3.0,5,1.0,0,13269.0,5.0,0,15.0,3.0,2.5,19.0,3.0,3.0,14.0,11.0,1.0,11.0,0.7,265.38,0.0,0
31.0,2,1,9.0,1.0,1,3.0,1,3.0,3.0,4,2.0,0,10648.0,1.0,0,25.0,4.0,1.0,13.0,4.5,4.0,13.0,8.0,0.0,8.0,0.9286,343.48,0.0,0
35.0,2,2,27.0,3.0,1,3.0,1,3.0,2.0,7,4.0,2,5813.0,1.0,1,18.0,4.0,0.0,10.0,2.0,3.0,10.0,7.0,7.0,7.0,0.9091,166.09,0.0,1
37.0,2,1,10.0,4.0,1,3.0,1,3.0,2.0,4,2.0,2,4197.0,2.0,1,12.0,4.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0526,113.43,0.0,0
27.0,2,2,8.0,4.0,2,2.0,0,3.0,2.0,7,2.0,1,6214.0,1.0,0,18.0,1.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0,0.8889,230.15,0.0,0
48.0,2,1,4.0,4.0,1,3.0,1,2.0,3.0,0,3.0,2,10999.0,7.0,0,14.0,2.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,0.5357,229.15,0.0,0
38.0,1,1,8.0,3.0,3,4.0,0,2.0,2.0,6,2.0,0,2133.0,1.0,1,16.0,3.0,1.0,20.0,3.0,3.0,18.0,11.0,0.0,7.0,0.8571,56.13,0.0,0
36.0,0,1,1.0,4.0,3,4.0,0,2.0,2.0,4,3.0,1,4374.0,0.0,0,15.0,3.0,0.0,4.0,4.5,3.0,3.0,2.0,1.0,2.0,0.6,121.5,0.0,0
27.0,2,1,11.0,1.0,1,2.0,1,3.0,1.0,2,1.0,1,2099.0,0.0,0,14.0,2.0,0.0,6.0,3.0,4.0,5.0,0.0,1.0,4.0,0.7143,77.74,1.0,0
34.0,0,1,26.0,1.0,5,1.0,0,2.0,1.0,6,3.0,0,2029.0,1.0,0,20.0,3.0,2.5,5.0,2.0,3.0,5.0,4.0,0.0,0.0,0.8333,59.68,0.0,0
47.0,1,2,3.0,3.0,3,4.0,0,3.0,4.0,7,3.0,0,13770.0,8.5,1,12.0,4.0,2.0,28.0,2.0,2.0,18.0,2.0,7.5,13.0,0.6207,292.98,5.5,0
49.0,2,1,16.0,3.0,3,4.0,0,3.0,1.0,2,1.0,0,2587.0,4.0,1,16.0,2.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,0.1111,52.8,0.0,0
58.0,2,2,21.0,3.0,1,4.0,0,3.0,4.0,3,4.0,1,17875.0,4.0,1,13.0,3.0,1.0,28.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0339,308.19,0.0,0
24.0,2,2,1.0,1.0,5,1.0,0,3.0,1.0,8,2.0,2,3202.0,1.0,1,16.0,2.0,0.0,6.0,4.0,3.0,5.0,3.0,1.0,4.0,0.7143,133.42,0.0,1
29.0,1,1,2.0,1.0,1,4.0,0,3.0,1.0,2,2.0,1,3180.0,0.0,0,13.0,3.0,2.5,4.0,3.0,3.0,3.0,2.0,0.0,2.0,0.6,109.66,0.0,0
35.0,2,1,6.0,4.0,1,2.0,1,1.0,2.0,6,4.0,2,6646.0,1.0,0,13.0,2.0,0.0,17.0,3.0,3.0,17.0,11.0,7.5,8.0,0.9444,189.89,0.0,0
26.0,2,1,6.0,3.0,4,3.0,0,2.0,1.0,6,2.0,1,2368.0,1.0,0,19.0,3.0,0.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,0.8333,91.08,0.0,0
58.0,2,1,2.0,4.0,1,4.0,1,3.0,5.0,5,2.0,2,19246.0,7.0,1,12.0,4.0,0.0,28.5,2.0,3.0,18.0,14.5,7.5,8.0,0.6102,331.83,0.0,1
45.0,1,1,25.0,3.0,3,2.0,0,3.0,5.0,3,2.0,2,18061.0,3.0,0,22.0,3.0,0.0,22.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,401.36,0.0,0
38.0,2,1,25.0,2.0,1,1.0,0,2.0,3.0,5,2.0,1,12061.0,3.0,0,17.0,3.0,1.0,19.0,2.0,3.0,10.0,8.0,0.0,1.0,0.5,317.39,0.0,0
22.0,2,1,11.0,3.0,3,1.0,0,3.0,1.0,6,2.0,1,2244.0,1.0,0,13.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.6667,102.0,0.0,0
33.0,2,1,25.0,3.0,3,1.0,1,2.0,1.0,6,2.0,2,2313.0,4.0,1,20.0,2.0,0.0,5.0,0.5,3.0,2.0,2.0,2.0,2.0,0.3333,70.09,0.0,1
30.0,0,2,22.0,4.0,4,3.0,0,3.0,3.0,7,1.0,1,8412.0,0.0,0,11.0,3.0,0.0,10.0,3.0,3.0,9.0,8.0,7.0,8.0,0.8182,280.4,0.0,0
38.0,2,2,9.0,3.0,2,2.0,1,2.0,1.0,8,2.0,1,2899.0,0.0,0,19.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,0.5,76.29,0.0,0
35.0,1,1,4.0,4.0,4,4.0,1,2.0,1.0,2,4.0,1,2376.0,1.0,0,13.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.6667,67.89,0.0,0
30.0,2,1,6.0,3.0,5,1.0,0,2.0,2.0,2,4.0,1,4627.0,0.0,0,12.0,1.0,1.0,10.0,4.5,3.0,9.0,2.0,6.0,7.0,0.8182,154.23,4.0,0
27.0,1,2,3.0,1.0,3,4.0,0,4.0,2.0,7,4.0,0,4647.0,1.0,1,20.0,2.0,2.0,6.0,3.0,3.0,6.0,5.0,0.0,4.0,0.8571,172.11,0.0,0
23.0,2,1,12.0,2.0,4,4.0,1,3.0,1.0,2,4.0,2,2647.0,1.0,0,13.0,3.0,0.0,5.0,4.5,4.0,5.0,2.0,1.0,4.0,0.8333,115.09,0.0,0
46.0,2,1,2.0,4.0,3,3.0,1,3.0,5.0,5,4.0,0,19328.0,7.0,1,17.0,3.0,1.0,24.0,3.0,3.0,2.0,1.0,2.0,2.0,0.08,420.17,1.0,0
27.0,2,1,7.0,3.0,3,4.0,0,2.0,2.0,0,1.0,2,6811.0,8.0,0,19.0,1.0,0.0,9.0,2.0,1.0,7.0,6.0,0.0,7.0,0.7,252.26,0.0,0
33.0,2,1,10.0,1.0,3,1.0,1,1.0,1.0,2,4.0,0,3408.0,7.0,0,13.0,1.0,2.5,8.0,2.0,3.0,4.0,3.0,1.0,3.0,0.4444,103.27,0.0,1
48.0,2,2,16.0,4.0,1,3.0,0,3.0,2.0,7,3.0,0,6439.0,8.0,0,14.0,3.0,1.0,18.0,2.0,3.0,8.0,7.0,7.0,7.0,0.4211,134.15,0.0,0
38.0,2,1,18.0,3.0,3,2.0,1,1.0,2.0,0,4.0,1,5811.0,3.0,1,16.0,3.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0625,152.92,1.0,0
34.0,1,1,16.0,4.0,1,3.0,0,2.0,1.0,6,4.0,2,2553.0,1.0,0,16.0,3.0,0.0,6.0,3.0,3.0,5.0,2.0,1.0,3.0,0.7143,75.09,0.0,0
27.0,1,2,8.0,1.0,2,3.0,1,3.0,2.0,7,4.0,1,4342.0,0.0,0,19.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,0.6667,160.81,0.0,0
30.0,1,1,3.0,3.0,3,3.0,0,3.0,1.0,6,3.0,0,2083.0,1.0,0,20.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,69.43,0.0,0
33.0,0,2,16.0,3.0,1,3.0,0,3.0,2.0,7,4.0,0,5368.0,1.0,1,25.0,3.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,2.0,0.75,162.67,0.0,0
28.0,1,1,1.0,3.0,3,1.0,1,2.0,1.0,2,2.0,0,2596.0,1.0,0,15.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,92.71,0.0,1
23.0,1,2,9.0,3.0,2,4.0,1,3.0,1.0,8,1.0,1,1790.0,1.0,0,19.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.5,77.83,1.0,1
47.0,1,1,16.0,4.0,3,3.0,1,4.0,2.0,4,3.0,0,5067.0,1.0,1,19.0,3.0,0.0,20.0,3.0,4.0,18.0,10.0,2.0,7.0,0.8571,107.81,0.0,0
51.0,2,1,9.0,4.0,1,4.0,1,3.0,1.0,2,4.0,1,2075.0,3.0,0,23.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,0.3636,40.69,0.0,0
35.0,2,1,28.0,3.0,1,2.0,1,4.0,2.0,2,3.0,1,3407.0,1.0,0,17.0,4.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0,0.9091,97.34,0.0,0
30.0,2,1,3.0,3.0,5,4.0,0,3.0,1.0,6,1.0,2,2657.0,5.0,1,11.0,3.0,0.0,8.0,4.5,3.0,5.0,2.0,0.0,4.0,0.5556,88.57,0.0,1
38.0,1,1,12.0,3.0,1,1.0,1,2.0,2.0,0,1.0,0,6288.0,2.0,0,15.0,3.0,1.0,13.0,3.0,2.0,4.0,3.0,1.0,2.0,0.2857,165.47,0.0,0
25.0,2,1,3.0,3.0,3,1.0,1,3.0,1.0,2,1.0,1,4031.0,5.0,0,13.0,3.0,1.0,6.0,4.5,3.0,2.0,2.0,0.0,2.0,0.2857,161.24,0.0,1
47.0,2,2,4.0,2.0,1,4.0,0,3.0,2.0,7,4.0,2,4163.0,1.0,1,17.0,3.0,0.0,9.0,0.5,3.0,9.0,0.0,0.0,7.0,0.9,88.57,0.0,0
48.0,2,1,10.0,3.0,1,4.0,1,2.0,5.0,5,2.0,1,19665.0,4.0,0,12.0,4.0,0.0,28.5,3.0,3.0,18.0,10.0,7.5,9.0,0.6102,409.69,0.0,0
35.0,2,1,25.0,3.0,5,4.0,1,2.0,3.0,4,2.0,1,10903.0,3.0,0,16.0,1.0,0.0,16.0,2.0,3.0,13.0,10.0,4.0,8.0,0.7647,311.51,0.0,0
26.0,1,0,17.0,4.0,1,2.0,0,3.0,1.0,1,3.0,0,2741.0,0.0,1,11.0,2.0,1.0,8.0,2.0,2.0,7.0,7.0,1.0,0.0,0.7778,105.42,0.0,1
32.0,2,1,3.0,2.0,1,3.0,0,3.0,3.0,5,4.0,2,11159.0,3.0,0,15.0,4.0,0.0,10.0,4.5,3.0,7.0,7.0,7.0,7.0,0.6364,348.72,0.0,0
35.0,2,0,8.0,4.0,5,3.0,1,3.0,1.0,1,3.0,2,4323.0,1.0,0,17.0,2.0,0.0,6.0,2.0,1.0,5.0,4.0,1.0,4.0,0.7143,123.51,0.0,0
39.0,0,1,2.0,3.0,1,1.0,0,2.0,1.0,2,1.0,2,3646.0,2.0,1,23.0,2.0,0.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0833,93.49,0.0,1
40.0,1,1,2.0,2.0,3,3.0,0,4.0,2.0,0,2.0,1,4244.0,1.0,0,24.0,4.0,1.0,8.0,2.0,3.0,8.0,7.0,3.0,7.0,0.8889,106.1,0.0,0
30.0,2,1,1.0,3.0,3,4.0,1,3.0,1.0,6,2.0,1,3579.0,0.0,1,21.0,1.0,1.0,12.0,2.0,3.0,11.0,9.0,5.0,7.0,0.8462,119.3,0.0,0
40.0,2,2,10.0,3.0,5,2.0,0,2.0,2.0,7,2.0,0,6852.0,7.0,0,12.0,2.0,1.0,7.0,2.0,4.0,5.0,1.0,1.0,3.0,0.625,171.3,0.0,0
26.0,2,1,1.0,2.0,3,1.0,1,2.0,1.0,2,1.0,1,3955.0,1.0,0,16.0,1.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0,0.7143,152.12,0.0,0
21.0,0,2,9.0,2.0,3,1.0,1,3.0,1.0,8,4.0,2,2610.0,1.0,0,24.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.75,124.29,0.0,0
36.0,2,1,9.0,2.0,3,2.0,1,2.0,2.0,4,2.0,0,8847.0,2.0,1,11.0,3.0,1.0,13.0,2.0,3.0,3.0,2.0,0.0,2.0,0.2143,245.75,0.0,0
28.0,0,1,16.0,3.0,3,3.0,1,3.0,1.0,6,3.0,2,2144.0,1.0,0,14.0,3.0,0.0,5.0,3.0,2.0,5.0,3.0,1.0,4.0,0.8333,76.57,0.0,0
28.0,1,1,2.0,2.0,3,3.0,1,2.0,1.0,2,1.0,2,2561.0,7.0,0,11.0,3.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,91.46,0.0,1
21.0,2,2,7.0,1.0,2,2.0,1,3.0,1.0,8,2.0,2,2679.0,1.0,0,13.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.5,127.57,1.0,1
40.0,2,1,2.0,3.0,3,2.0,0,2.0,2.0,2,3.0,1,3448.0,6.0,0,22.0,2.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0476,86.2,0.0,0
33.0,1,2,7.0,3.0,1,4.0,0,3.0,2.0,7,2.0,1,4302.0,0.0,0,17.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,0.6,130.36,0.0,0
42.0,2,1,8.0,3.0,1,4.0,1,3.0,1.0,2,3.0,2,3968.0,4.0,0,13.0,4.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,94.48,0.0,0
50.0,1,2,12.0,3.0,2,3.0,0,3.0,3.0,7,4.0,2,9208.0,4.0,0,11.0,4.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,0.1176,184.16,0.0,0
46.0,2,1,1.0,4.0,3,4.0,1,3.0,3.0,0,1.0,0,9396.0,7.0,0,16.0,3.0,1.0,17.0,3.0,3.0,4.0,2.0,0.0,3.0,0.2222,204.26,0.0,0
20.0,2,1,10.0,1.0,3,4.0,1,3.0,1.0,6,3.0,2,1009.0,1.0,1,11.0,4.0,0.0,1.0,4.5,3.0,1.0,0.0,1.0,1.0,0.5,50.45,1.0,1
45.0,2,2,20.0,3.0,1,4.0,0,3.0,2.0,7,3.0,2,4850.0,8.0,0,15.0,3.0,0.0,8.0,3.0,3.0,5.0,3.0,0.0,1.0,0.5556,107.78,0.0,0
29.0,2,0,13.0,3.0,0,1.0,1,2.0,1.0,1,1.0,0,2335.0,4.0,1,15.0,4.0,2.5,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.4,80.52,0.0,1
32.0,2,1,2.0,4.0,3,1.0,0,4.0,2.0,6,4.0,2,5055.0,7.0,0,16.0,3.0,0.0,10.0,0.5,2.0,7.0,7.0,0.0,7.0,0.6364,157.97,0.0,0
35.0,2,2,1.0,3.0,2,2.0,1,3.0,2.0,7,3.0,1,4717.0,8.5,0,11.0,3.0,0.0,15.0,2.0,3.0,11.0,9.0,6.0,9.0,0.6875,134.77,0.0,0
42.0,2,1,2.0,4.0,1,3.0,0,3.0,2.0,0,4.0,1,4089.0,1.0,0,13.0,2.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,0.9091,97.36,0.0,0
37.0,1,1,10.0,3.0,3,1.0,1,3.0,3.0,4,3.0,0,10048.0,6.0,0,11.0,2.0,2.0,17.0,4.5,3.0,1.0,0.0,0.0,0.0,0.0556,271.57,0.0,1
40.0,2,1,12.0,3.0,1,2.0,0,3.0,2.0,0,1.0,0,4448.0,2.0,0,12.0,2.0,1.0,15.0,3.0,3.0,7.0,4.0,7.0,7.0,0.4375,111.2,3.0,0
56.0,2,1,24.0,2.0,1,1.0,1,3.0,1.0,2,4.0,2,2587.0,1.0,0,16.0,4.0,0.0,5.0,3.0,3.0,4.0,2.0,1.0,0.0,0.6667,46.2,0.0,1
34.0,1,1,2.0,1.0,1,4.0,1,2.0,2.0,4,3.0,1,9547.0,1.0,0,17.0,3.0,0.0,10.0,2.0,2.0,10.0,9.0,1.0,9.0,0.9091,280.79,0.0,0
31.0,2,1,7.0,2.0,3,2.0,0,3.0,2.0,4,1.0,1,4306.0,1.0,0,12.0,2.0,1.0,13.0,4.5,1.0,13.0,10.0,3.0,12.0,0.9286,138.9,0.0,0
39.0,1,1,1.0,1.0,1,2.0,1,3.0,5.0,3,3.0,0,19197.0,1.0,1,14.0,3.0,1.0,21.0,3.0,3.0,18.0,8.0,1.0,6.0,0.8182,492.23,0.0,0
34.0,2,1,7.0,4.0,3,1.0,1,3.0,1.0,6,4.0,2,2972.0,1.0,0,13.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.5,87.41,0.0,0
30.0,2,1,8.0,2.0,1,2.0,0,4.0,3.0,5,1.0,1,11416.0,0.0,1,12.0,3.0,2.5,9.0,4.0,2.0,8.0,7.0,1.0,7.0,0.8,380.53,0.0,0
52.0,1,1,28.0,2.0,3,4.0,0,4.0,4.0,4,3.0,1,13247.0,2.0,1,11.0,2.0,1.0,24.0,3.0,2.0,5.0,3.0,0.0,2.0,0.2,254.75,0.0,0
37.0,2,1,3.0,3.0,4,3.0,1,3.0,3.0,4,3.0,1,9434.0,1.0,0,15.0,3.0,1.0,10.0,2.0,3.0,10.0,7.0,7.0,8.0,0.9091,254.97,0.0,0
32.0,2,1,8.0,2.0,3,3.0,0,4.0,2.0,6,3.0,1,5175.0,5.0,0,12.0,3.0,1.0,9.0,3.0,2.0,5.0,3.0,1.0,3.0,0.5,161.72,0.0,0
33.0,2,2,2.0,4.0,3,4.0,1,3.0,2.0,7,4.0,0,5505.0,1.0,0,14.0,3.0,2.0,6.0,4.5,3.0,6.0,2.0,0.0,4.0,0.8571,166.82,0.0,0
18.0,0,1,8.0,1.0,3,3.0,1,3.0,1.0,2,3.0,2,1904.0,1.0,0,12.0,4.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,105.78,0.0,1
33.0,2,1,2.0,2.0,1,1.0,0,3.0,1.0,2,1.0,1,2707.0,7.0,0,20.0,1.0,0.0,13.0,3.0,4.0,9.0,7.0,1.0,7.0,0.6429,82.03,0.0,1
33.0,0,1,1.0,2.0,3,2.0,1,2.0,1.0,2,3.0,0,2008.0,1.0,0,12.0,3.0,2.5,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.5,60.85,0.0,0
30.0,1,1,5.0,4.0,1,2.0,1,2.0,1.0,6,4.0,0,3761.0,8.5,0,12.0,2.0,1.0,10.0,3.0,2.0,5.0,4.0,0.0,3.0,0.4545,125.37,0.0,0
36.0,2,2,2.0,2.0,3,2.0,1,2.0,3.0,7,3.0,1,7596.0,1.0,0,13.0,2.0,2.0,10.0,2.0,3.0,10.0,9.0,7.5,0.0,0.9091,211.0,0.0,0
40.0,1,1,11.0,3.0,5,4.0,0,3.0,2.0,2,3.0,1,6323.0,1.0,0,11.0,1.0,1.0,10.0,2.0,4.0,10.0,9.0,7.5,4.0,0.9091,158.07,0.0,0
27.0,0,1,9.0,3.0,3,4.0,1,3.0,1.0,6,2.0,0,2024.0,6.0,0,18.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,0.2857,74.96,0.0,0
48.0,2,1,1.0,3.0,1,4.0,1,2.0,5.0,5,4.0,2,18265.0,6.0,0,12.0,3.0,0.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0385,380.52,0.0,0
37.0,2,2,9.0,2.0,2,2.0,1,2.0,2.0,7,2.0,1,4189.0,1.0,0,14.0,1.0,2.0,5.0,2.0,3.0,5.0,2.0,0.0,3.0,0.8333,113.22,0.0,0
50.0,2,1,1.0,3.0,3,3.0,1,2.0,1.0,2,3.0,1,3690.0,2.0,0,15.0,4.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,2.0,0.5,73.8,0.0,0
26.0,2,1,6.0,3.0,1,3.0,0,3.0,1.0,2,4.0,1,2659.0,1.0,1,13.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,0.75,102.27,0.0,0
42.0,2,1,1.0,4.0,1,2.0,0,3.0,1.0,2,1.0,0,2576.0,3.0,0,16.0,2.0,1.0,8.0,4.5,3.0,5.0,2.0,1.0,2.0,0.5556,61.33,0.0,0
26.0,2,1,2.0,2.0,3,4.0,1,4.0,2.0,4,4.0,1,5472.0,1.0,0,12.0,2.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,0.8889,210.46,0.0,0
25.0,2,1,7.0,1.0,3,4.0,1,2.0,1.0,6,4.0,1,2889.0,1.0,0,11.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.6667,115.56,0.0,0
50.0,1,2,8.0,2.0,5,2.0,1,3.0,2.0,7,3.0,1,6796.0,3.0,1,14.0,1.0,1.0,18.0,4.0,3.0,4.0,3.0,1.0,3.0,0.2105,135.92,0.0,1
40.0,1,1,9.0,4.0,3,4.0,1,3.0,1.0,6,2.0,0,3617.0,8.0,1,14.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.25,90.42,0.0,0
40.0,2,0,6.0,2.0,3,3.0,1,3.0,4.0,3,4.0,2,16437.0,1.0,1,21.0,4.0,0.0,21.0,2.0,3.0,18.0,7.0,7.0,7.0,0.8182,410.92,0.0,0
51.0,1,1,1.0,4.0,3,1.0,0,2.0,3.0,0,1.0,2,7484.0,3.0,0,20.0,3.0,0.0,23.0,1.0,2.0,13.0,12.0,7.5,8.0,0.5417,146.75,0.0,0
28.0,2,1,1.0,2.0,1,1.0,0,1.0,1.0,6,2.0,2,2216.0,7.0,1,13.0,4.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,0.6364,79.14,0.0,1
40.0,1,2,2.0,4.0,3,2.0,1,3.0,2.0,7,2.0,1,4327.0,5.0,0,12.0,4.0,2.5,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,108.18,0.0,0
46.0,2,1,8.0,4.0,1,4.0,0,2.0,2.0,6,1.0,0,4615.0,8.0,1,23.0,1.0,2.5,19.0,2.0,3.0,16.0,13.0,1.0,7.0,0.8,100.33,0.0,0
40.0,2,1,2.0,3.0,1,3.0,1,3.0,2.0,6,4.0,2,4661.0,1.0,0,13.0,3.0,0.0,9.0,4.0,3.0,9.0,8.0,7.5,8.0,0.9,116.52,0.0,0
33.0,2,1,1.0,3.0,1,2.0,0,2.0,2.0,0,4.0,2,6949.0,0.0,0,14.0,1.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,4.0,0.7143,210.58,1.0,0
